NEIGHBOURHOOD,HOOD_ID,OCC_YEAR,area,POP,type,PersonInCrisis,MentalHealth
Bay-Cloverhill,169,2015,0.6905425701135255,14024,rate,1140.901312036509,328.0091272104963
Bay-Cloverhill,169,2016,0.6905425701135255,15186,rate,1277.4924272356118,296.3255630185697
Bay-Cloverhill,169,2017,0.6905425701135255,14851,rate,1501.5823850245774,377.0789845801629
Bay-Cloverhill,169,2018,0.6905425701135255,15812,rate,1751.8340500885404,360.48570705793065
Bay-Cloverhill,169,2019,0.6905425701135255,19015,rate,1498.8167236392324,347.09439915855904
Bay-Cloverhill,169,2020,0.6905425701135255,16994,rate,1482.8763092856302,411.910085912675
Bay-Cloverhill,169,2021,0.6905425701135255,18974,rate,1523.1369242120797,310.95182881838304
Bay-Cloverhill,169,2022,0.6905425701135255,18018,rate,1687.2016872016873,444.000444000444
Bendale-Glen Andrew,156,2014,4.913181683454962,18640,rate,616.9527896995708,230.68669527896995
Bendale-Glen Andrew,156,2015,4.913181683454962,19608,rate,627.294981640147,219.29824561403507
Bendale-Glen Andrew,156,2016,4.913181683454962,18733,rate,656.5953130838626,309.61405007206537
Bendale-Glen Andrew,156,2017,4.913181683454962,21909,rate,584.2347893559723,241.90971746770734
Bendale-Glen Andrew,156,2018,4.913181683454962,21074,rate,726.0130967068426,279.96583467780204
Bendale-Glen Andrew,156,2019,4.913181683454962,22070,rate,706.8418667874944,249.20706841866786
Bendale-Glen Andrew,156,2020,4.913181683454962,18920,rate,702.9598308668076,269.55602536997884
Bendale-Glen Andrew,156,2021,4.913181683454962,19941,rate,832.455744446116,401.183491299333
Bendale-Glen Andrew,156,2022,4.913181683454962,21491,rate,697.96659066586,265.2273044530269
Downsview,155,2014,8.28275983054251,15777,rate,811.3075996704063,266.2103061418521
Downsview,155,2015,8.28275983054251,20262,rate,488.5993485342019,138.189714736946
Downsview,155,2016,8.28275983054251,14923,rate,717.014005226831,314.9500770622529
Downsview,155,2017,8.28275983054251,14099,rate,872.4022980353217,312.07887084190367
Downsview,155,2018,8.28275983054251,17675,rate,803.3946251768034,294.2008486562942
Downsview,155,2019,8.28275983054251,20047,rate,668.4291914002094,254.40215493590063
Downsview,155,2020,8.28275983054251,16023,rate,742.6823940585408,312.05142607501716
Downsview,155,2021,8.28275983054251,14657,rate,1303.131609469878,811.8987514498192
Downsview,155,2022,8.28275983054251,18461,rate,980.4452629868371,498.34786847949727
Oakdale-Beverley Heights,154,2014,6.685081902858789,20337,rate,594.9746766976447,339.2830801003098
Oakdale-Beverley Heights,154,2015,6.685081902858789,20646,rate,784.6556233653008,329.3616196842003
Oakdale-Beverley Heights,154,2016,6.685081902858789,19646,rate,1221.6227221826325,351.21653262750687
Oakdale-Beverley Heights,154,2017,6.685081902858789,21161,rate,1157.7902745616936,552.9039270355843
Oakdale-Beverley Heights,154,2018,6.685081902858789,20527,rate,1193.5499585911239,492.03488088858575
Oakdale-Beverley Heights,154,2019,6.685081902858789,20645,rate,1080.1646887866311,581.254541051102
Oakdale-Beverley Heights,154,2020,6.685081902858789,24526,rate,962.2441490662969,444.426323085705
Oakdale-Beverley Heights,154,2021,6.685081902858789,19925,rate,1711.4178168130488,823.086574654956
Oakdale-Beverley Heights,154,2022,6.685081902858789,22250,rate,1343.8202247191011,638.2022471910112
Avondale,153,2014,1.0316732955483585,12833,rate,358.45086885373644,140.26338346450558
Avondale,153,2015,1.0316732955483585,14758,rate,406.5591543569589,67.75985905949315
Avondale,153,2016,1.0316732955483585,12069,rate,381.14176816637666,107.71397796006296
Avondale,153,2017,1.0316732955483585,14364,rate,348.0924533556112,118.35143414090781
Avondale,153,2018,1.0316732955483585,17003,rate,352.87890372287245,147.03287655119684
Avondale,153,2019,1.0316732955483585,13761,rate,508.68396192137203,167.13901605987937
Avondale,153,2020,1.0316732955483585,15677,rate,408.2413727116157,159.4692862154749
Avondale,153,2021,1.0316732955483585,19111,rate,261.62942807807025,141.27989116215792
Avondale,153,2022,1.0316732955483585,15507,rate,548.1395498806991,270.8454246469337
East Willowdale,152,2014,3.513763074742229,15813,rate,278.25207108075637,145.449946246759
East Willowdale,152,2015,3.513763074742229,17275,rate,289.4356005788712,121.5629522431259
East Willowdale,152,2016,3.513763074742229,14255,rate,378.81445106980004,175.377060680463
East Willowdale,152,2017,3.513763074742229,16362,rate,342.2564478670089,103.89927881677056
East Willowdale,152,2018,3.513763074742229,18525,rate,453.44129554655865,221.3225371120108
East Willowdale,152,2019,3.513763074742229,18445,rate,471.6725399837354,233.12550826782328
East Willowdale,152,2020,3.513763074742229,21501,rate,325.56625273243105,218.5944839774894
East Willowdale,152,2021,3.513763074742229,16743,rate,585.3192378904617,364.33136236038945
East Willowdale,152,2022,3.513763074742229,15453,rate,297.6768265061801,174.72335468841
Yonge-Doris,151,2014,0.4717128416836226,21549,rate,371.2469256113973,139.21759710427398
Yonge-Doris,151,2015,0.4717128416836226,18932,rate,491.2317768856962,190.15423621381788
Yonge-Doris,151,2016,0.4717128416836226,25638,rate,366.6432639051408,136.5161089008503
Yonge-Doris,151,2017,0.4717128416836226,19823,rate,433.83947939262475,156.38399838571357
Yonge-Doris,151,2018,0.4717128416836226,24303,rate,382.66880632020735,193.39176233386823
Yonge-Doris,151,2019,0.4717128416836226,25632,rate,401.84144818976284,167.75905118601747
Yonge-Doris,151,2020,0.4717128416836226,19801,rate,611.0802484722993,242.41199939396998
Yonge-Doris,151,2021,0.4717128416836226,38825,rate,296.2009014810045,172.56922086284612
Yonge-Doris,151,2022,0.4717128416836226,23584,rate,551.2211668928087,224.72862957937588
Fenside-Parkwoods,150,2014,3.3154869658405723,21446,rate,354.3784388697193,181.85209363051385
Fenside-Parkwoods,150,2015,3.3154869658405723,20272,rate,513.0228887134964,202.249408050513
Fenside-Parkwoods,150,2016,3.3154869658405723,20354,rate,540.4343126658151,191.60852903606173
Fenside-Parkwoods,150,2017,3.3154869658405723,25354,rate,670.5056401356788,280.03470852725405
Fenside-Parkwoods,150,2018,3.3154869658405723,21163,rate,670.9823748995889,255.1623115815338
Fenside-Parkwoods,150,2019,3.3154869658405723,31684,rate,381.89622522408786,183.0576947355132
Fenside-Parkwoods,150,2020,3.3154869658405723,20487,rate,624.7864499438668,331.9178015326793
Fenside-Parkwoods,150,2021,3.3154869658405723,22084,rate,602.2459699329831,280.7462416228944
Fenside-Parkwoods,150,2022,3.3154869658405723,18993,rate,642.3419154425314,415.94271573737694
Parkwoods-O'Connor Hills,149,2014,4.146939971296634,14443,rate,401.5786194004015,124.62784740012462
Parkwoods-O'Connor Hills,149,2015,4.146939971296634,11513,rate,425.6058368800487,147.65916789715973
Parkwoods-O'Connor Hills,149,2016,4.146939971296634,13216,rate,385.8958837772397,196.7312348668281
Parkwoods-O'Connor Hills,149,2017,4.146939971296634,23097,rate,298.7400961163787,155.86439797376283
Parkwoods-O'Connor Hills,149,2018,4.146939971296634,13088,rate,649.4498777506113,336.18581907090464
Parkwoods-O'Connor Hills,149,2019,4.146939971296634,19754,rate,410.04353548648373,177.1793054571226
Parkwoods-O'Connor Hills,149,2020,4.146939971296634,13597,rate,581.0105170258146,257.4097227329558
Parkwoods-O'Connor Hills,149,2021,4.146939971296634,18459,rate,557.9933907578959,184.1919930657132
Parkwoods-O'Connor Hills,149,2022,4.146939971296634,33656,rate,306.0375564535298,124.79201331114808
East L'Amoreaux,148,2014,3.694283566408539,22721,rate,387.30689670349017,145.24008626380882
East L'Amoreaux,148,2015,3.694283566408539,22174,rate,356.27311265446014,112.74465590331017
East L'Amoreaux,148,2016,3.694283566408539,23000,rate,386.95652173913044,147.82608695652175
East L'Amoreaux,148,2017,3.694283566408539,21281,rate,563.8832761618345,258.44650157417414
East L'Amoreaux,148,2018,3.694283566408539,20353,rate,663.2928806564142,211.27106569056156
East L'Amoreaux,148,2019,3.694283566408539,39506,rate,341.720245026072,149.3444033817648
East L'Amoreaux,148,2020,3.694283566408539,26454,rate,423.3764270053678,226.80880018144705
East L'Amoreaux,148,2021,3.694283566408539,23511,rate,620.9859214835609,280.7196631364042
East L'Amoreaux,148,2022,3.694283566408539,25765,rate,430.81699980593834,225.111585484184
L'Amoreaux West,147,2014,3.4607575409410374,22678,rate,313.0787547402769,101.41987829614604
L'Amoreaux West,147,2015,3.4607575409410374,22489,rate,360.1760860865312,177.86473386989195
L'Amoreaux West,147,2016,3.4607575409410374,22270,rate,399.6407723394701,130.22002694207453
L'Amoreaux West,147,2017,3.4607575409410374,23645,rate,541.3406639881582,219.91964474518923
L'Amoreaux West,147,2018,3.4607575409410374,23787,rate,487.6613276159247,163.95510152604362
L'Amoreaux West,147,2019,3.4607575409410374,24893,rate,626.6821998152091,285.22074478769133
L'Amoreaux West,147,2020,3.4607575409410374,26357,rate,515.9919565959707,166.93857419281406
L'Amoreaux West,147,2021,3.4607575409410374,22740,rate,483.7291116974494,233.06948109058928
L'Amoreaux West,147,2022,3.4607575409410374,22365,rate,567.8515537670468,210.14978761457635
Malvern East,146,2014,4.8322540066949315,27206,rate,481.51143130191866,169.08034992281114
Malvern East,146,2015,4.8322540066949315,26269,rate,563.4017282728691,293.12116943926304
Malvern East,146,2016,4.8322540066949315,26418,rate,571.5799833446891,249.82966159436745
Malvern East,146,2017,4.8322540066949315,27359,rate,573.8513834569977,230.27157425344492
Malvern East,146,2018,4.8322540066949315,28576,rate,619.4008958566629,237.96192609182532
Malvern East,146,2019,4.8322540066949315,29835,rate,465.8957600134071,248.0308362661304
Malvern East,146,2020,4.8322540066949315,27009,rate,662.7420489466474,255.47039875597022
Malvern East,146,2021,4.8322540066949315,28356,rate,712.3712794470306,377.3451826773875
Malvern East,146,2022,4.8322540066949315,24122,rate,949.3408506757316,397.9769505016168
Malvern West,145,2014,4.029760323973451,18690,rate,310.3263777421081,144.46227929373998
Malvern West,145,2015,4.029760323973451,16992,rate,582.6271186440678,258.9453860640301
Malvern West,145,2016,4.029760323973451,18628,rate,472.40712905303843,203.99398754563023
Malvern West,145,2017,4.029760323973451,20704,rate,458.84853168469857,169.04945904173107
Malvern West,145,2018,4.029760323973451,18593,rate,580.8637659334157,263.540041951272
Malvern West,145,2019,4.029760323973451,24607,rate,369.81346771243955,223.51363433169422
Malvern West,145,2020,4.029760323973451,16401,rate,676.7880007316627,237.79037863544903
Malvern West,145,2021,4.029760323973451,20278,rate,503.0081862116579,226.84682907584573
Malvern West,145,2022,4.029760323973451,24943,rate,328.7495489716554,128.29250691576794
Morningside Heights,144,2014,28.954551531500115,26461,rate,256.98197347039036,139.82842674124183
Morningside Heights,144,2015,28.954551531500115,26652,rate,348.9419180549302,157.58667266996846
Morningside Heights,144,2016,28.954551531500115,27015,rate,418.2861373311124,181.38071441791595
Morningside Heights,144,2017,28.954551531500115,27805,rate,388.4193490379428,197.80614997302644
Morningside Heights,144,2018,28.954551531500115,30321,rate,461.7261963655552,158.30612446819038
Morningside Heights,144,2019,28.954551531500115,25476,rate,474.95682210708117,200.18841262364577
Morningside Heights,144,2020,28.954551531500115,30640,rate,381.8537859007833,163.18537859007833
Morningside Heights,144,2021,28.954551531500115,25850,rate,386.84719535783364,197.29206963249516
Morningside Heights,144,2022,28.954551531500115,27803,rate,435.2048340107183,187.03017659964752
West Rouge,143,2014,8.582875676473645,21029,rate,494.555138142565,204.4795282704836
West Rouge,143,2015,8.582875676473645,19967,rate,395.65282716482193,140.2313817799369
West Rouge,143,2016,8.582875676473645,18469,rate,508.96096161134875,221.99361091558828
West Rouge,143,2017,8.582875676473645,23423,rate,418.39217862784443,179.3109336976476
West Rouge,143,2018,8.582875676473645,19786,rate,525.6241787122208,222.3794602244011
West Rouge,143,2019,8.582875676473645,21370,rate,467.9457182966776,187.17828731867104
West Rouge,143,2020,8.582875676473645,28647,rate,338.6043913847872,136.1399099382134
West Rouge,143,2021,8.582875676473645,20792,rate,658.9072720277029,307.8106964217007
West Rouge,143,2022,8.582875676473645,29027,rate,310.05615461466914,165.36328246115687
Woburn North,142,2014,6.29913776896302,27887,rate,494.8542331552336,190.05271273353176
Woburn North,142,2015,6.29913776896302,28759,rate,483.3269585173337,198.19882471574118
Woburn North,142,2016,6.29913776896302,25600,rate,679.6875,292.96875
Woburn North,142,2017,6.29913776896302,31082,rate,643.4592368573451,241.2972138215044
Woburn North,142,2018,6.29913776896302,34395,rate,665.7944468672772,293.64733246111354
Woburn North,142,2019,6.29913776896302,27197,rate,808.912747729529,283.11946170533514
Woburn North,142,2020,6.29913776896302,34180,rate,763.6044470450556,301.3458162668227
Woburn North,142,2021,6.29913776896302,25339,rate,1097.1230119578515,343.34425194364417
Woburn North,142,2022,6.29913776896302,34596,rate,774.6560295987975,271.7077118742051
Golfdale-Cedarbrae-Woburn,141,2014,6.0349485053724905,27040,rate,506.65680473372777,166.42011834319527
Golfdale-Cedarbrae-Woburn,141,2015,6.0349485053724905,28145,rate,472.55285130573816,181.20447681648605
Golfdale-Cedarbrae-Woburn,141,2016,6.0349485053724905,25240,rate,665.6101426307449,217.9080824088748
Golfdale-Cedarbrae-Woburn,141,2017,6.0349485053724905,32300,rate,430.3405572755418,176.47058823529412
Golfdale-Cedarbrae-Woburn,141,2018,6.0349485053724905,26974,rate,556.0910506413584,200.19277823088902
Golfdale-Cedarbrae-Woburn,141,2019,6.0349485053724905,32316,rate,556.9996286669142,207.32763955935138
Golfdale-Cedarbrae-Woburn,141,2020,6.0349485053724905,29213,rate,698.3192414336083,287.5432170608976
Golfdale-Cedarbrae-Woburn,141,2021,6.0349485053724905,29167,rate,654.8496588610416,257.1399184009325
Golfdale-Cedarbrae-Woburn,141,2022,6.0349485053724905,27626,rate,720.335915441975,347.49873307753563
Guildwood,140,2014,3.806041933919177,9897,rate,414.26694958068106,161.66515105587553
Guildwood,140,2015,3.806041933919177,9336,rate,546.2724935732648,224.93573264781492
Guildwood,140,2016,3.806041933919177,9470,rate,517.4234424498417,168.9545934530095
Guildwood,140,2017,3.806041933919177,12280,rate,529.3159609120521,154.7231270358306
Guildwood,140,2018,3.806041933919177,9503,rate,726.0864990003157,220.98284752183523
Guildwood,140,2019,3.806041933919177,11758,rate,501.78601803027726,178.6018030277258
Guildwood,140,2020,3.806041933919177,9688,rate,670.9331131296449,227.08505367464906
Guildwood,140,2021,3.806041933919177,9856,rate,882.711038961039,365.2597402597402
Guildwood,140,2022,3.806041933919177,9480,rate,843.8818565400843,274.26160337552744
Scarborough Village,139,2014,3.151521086135769,16983,rate,906.7891420832598,282.6355767532238
Scarborough Village,139,2015,3.151521086135769,18292,rate,738.0275530286465,338.9459873168598
Scarborough Village,139,2016,3.151521086135769,17057,rate,768.0131324382952,240.370522366184
Scarborough Village,139,2017,3.151521086135769,19365,rate,805.5770720371804,273.68964626904204
Scarborough Village,139,2018,3.151521086135769,15003,rate,1233.0867159901354,486.5693527961074
Scarborough Village,139,2019,3.151521086135769,20016,rate,834.3325339728218,289.7681854516387
